,location,total_sqft,bath,price,bhk
6934,Uttarahalli,1617.0,3.0,66.68,3
6935,Uttarahalli,1150.0,2.0,49.0,2
6936,Uttarahalli,1330.0,2.0,56.0,3
6937,Uttarahalli,1200.0,2.0,44.0,2
6940,Uttarahalli,882.0,2.0,30.0,2
6941,Uttarahalli,993.0,2.0,39.71,2
6942,Uttarahalli,1045.0,2.0,45.0,2
6943,Uttarahalli,850.0,2.0,37.93,2
6945,Uttarahalli,3600.0,6.0,120.0,6
6946,Uttarahalli,1788.0,3.0,98.34,3
6947,Uttarahalli,1345.0,2.0,57.0,3
6948,Uttarahalli,1089.0,2.0,43.55,2
6950,Uttarahalli,1279.0,2.0,48.0,2
6952,Uttarahalli,1425.0,2.0,64.0,3
6953,Uttarahalli,1155.0,2.0,40.42,2
6954,Uttarahalli,1050.0,2.0,42.0,2
6955,Uttarahalli,1300.0,2.0,55.0,3
6956,Uttarahalli,1250.0,2.0,55.0,3
6957,Uttarahalli,1700.0,3.0,88.0,3
6958,Uttarahalli,1200.0,3.0,50.0,3
6959,Uttarahalli,1085.0,2.0,43.0,2
6961,Uttarahalli,1175.0,2.0,47.0,2
6962,Uttarahalli,1689.28,3.0,91.2,3
6963,Uttarahalli,1175.0,2.0,47.0,2
6964,Uttarahalli,1137.0,2.0,63.0,2
6965,Uttarahalli,1215.0,2.0,52.85,3
6967,Uttarahalli,1325.0,2.0,53.0,2
6968,Uttarahalli,1300.0,2.0,60.0,3
6969,Uttarahalli,850.0,2.0,35.0,2
6970,Uttarahalli,1627.86,3.0,88.0,3
6972,Uttarahalli,1360.0,2.0,61.2,3
6973,Uttarahalli,661.0,1.0,36.0,1
6974,Uttarahalli,1134.0,2.0,45.36,2
6976,Uttarahalli,1320.0,2.0,55.44,3
6977,Uttarahalli,1390.0,2.0,61.16,3
6978,Uttarahalli,1090.0,2.0,45.0,2
6979,Uttarahalli,1050.0,2.0,42.0,2
6980,Uttarahalli,1123.0,2.0,48.0,2
6981,Uttarahalli,1329.0,2.0,56.0,3
6982,Uttarahalli,938.0,2.0,35.0,2
6985,Uttarahalli,1100.0,1.0,45.0,2
6986,Uttarahalli,1125.0,2.0,47.0,2
6988,Uttarahalli,1685.0,3.0,85.0,3
6989,Uttarahalli,1390.0,2.0,62.55,3
6991,Uttarahalli,1180.0,2.0,41.3,2
6992,Uttarahalli,1380.0,2.0,42.0,2
6993,Uttarahalli,1737.0,2.0,95.0,3
6995,Uttarahalli,1160.0,2.0,45.0,2
6996,Uttarahalli,1280.0,2.0,60.0,3
6998,Uttarahalli,1190.0,2.0,53.55,2
6999,Uttarahalli,1330.0,2.0,57.0,3
7000,Uttarahalli,1560.0,3.0,74.0,3
7002,Uttarahalli,1125.0,2.0,48.0,2
7003,Uttarahalli,1320.0,2.0,55.44,3
7005,Uttarahalli,1160.0,2.0,40.6,2
7007,Uttarahalli,1065.0,2.0,42.59,2
7008,Uttarahalli,1075.0,2.0,46.76,2
7009,Uttarahalli,1155.0,2.0,40.6,2
7012,Uttarahalli,1215.0,2.0,52.85,3
7014,Uttarahalli,1180.0,2.0,41.3,2
7017,Uttarahalli,1002.0,2.0,40.08,2
7018,Uttarahalli,1002.0,2.0,40.08,2
7019,Uttarahalli,1075.0,2.0,40.0,2
7021,Uttarahalli,1155.0,2.0,40.43,2
7023,Uttarahalli,1025.0,2.0,35.88,2
7024,Uttarahalli,1125.0,2.0,47.65,2
7025,Uttarahalli,1300.0,2.0,55.0,2
7026,Uttarahalli,1025.0,2.0,35.88,2
7027,Uttarahalli,980.0,2.0,45.0,2
7028,Uttarahalli,1125.0,2.0,47.0,2
7033,Uttarahalli,1175.0,2.0,47.0,2
7036,Uttarahalli,1525.0,2.0,62.82,3
7037,Uttarahalli,1265.0,2.0,65.0,3
7040,Uttarahalli,1213.0,2.0,48.0,2
7042,Uttarahalli,900.0,2.0,35.0,2
7043,Uttarahalli,1065.0,2.0,42.6,2
7046,Uttarahalli,1125.0,2.0,47.0,2
7047,Uttarahalli,1270.0,2.0,55.25,3
7048,Uttarahalli,1270.0,2.0,55.25,3
7049,Uttarahalli,1107.0,2.0,45.0,2
7050,Uttarahalli,1200.0,2.0,55.0,2
7052,Uttarahalli,1460.0,3.0,76.0,3
7053,Uttarahalli,1500.0,3.0,68.0,3
7054,Uttarahalli,1120.0,2.0,50.0,2
7055,Uttarahalli,1150.0,2.0,46.0,2
7056,Uttarahalli,1330.0,2.0,58.0,3
7058,Uttarahalli,1050.0,2.0,42.0,2
7059,Uttarahalli,1125.0,2.0,48.0,2
7061,Uttarahalli,1345.0,2.0,57.0,3
7062,Uttarahalli,1345.0,2.0,57.0,3
7064,Uttarahalli,1000.0,2.0,52.0,2
7065,Uttarahalli,1037.0,2.0,36.0,2
7067,Uttarahalli,1000.0,2.0,39.5,2
7068,Uttarahalli,1125.0,1.0,45.0,2
7070,Uttarahalli,1160.0,2.0,40.58,2
7071,Uttarahalli,1123.0,2.0,60.0,2
7073,Uttarahalli,1000.0,2.0,35.0,2
7074,Uttarahalli,1330.0,2.0,57.0,3
7075,Uttarahalli,1125.0,2.0,47.0,2
7076,Uttarahalli,1165.0,1.0,42.09,2
7077,Uttarahalli,1260.0,2.0,55.0,2
7078,Uttarahalli,1284.0,2.0,53.36,2
7079,Uttarahalli,1150.0,2.0,45.99,2
7081,Uttarahalli,1290.0,2.0,56.12,3
7082,Uttarahalli,1328.0,2.0,56.0,3
7083,Uttarahalli,1040.0,2.0,36.4,2
7084,Uttarahalli,1290.0,2.0,56.12,3
7086,Uttarahalli,1075.0,2.0,46.76,2
7087,Uttarahalli,1345.0,2.0,57.0,3
7088,Varthur,1160.0,2.0,44.0,2
7089,Varthur,1385.0,2.0,80.0,2
7091,Varthur,1024.0,2.0,42.0,2
7092,Varthur,1125.0,2.0,40.0,2
7093,Varthur,1112.0,2.0,40.0,2
7094,Varthur,1055.0,2.0,45.35,2
7095,Varthur,1280.0,2.0,65.0,2
7096,Varthur,977.0,2.0,36.0,2
7097,Varthur,1250.0,3.0,71.0,3
7098,Varthur,1200.0,3.0,67.75,3
7099,Varthur,1111.0,2.0,41.88,2
7100,Varthur,1140.0,2.0,55.5,2
7101,Varthur,1012.0,2.0,59.0,2
7102,Varthur,1140.0,2.0,39.9,2
7103,Varthur,1090.0,2.0,48.0,2
7104,Varthur,1450.0,3.0,71.0,3
7105,Varthur,1210.0,2.0,60.0,2
7106,Varthur,1070.0,2.0,46.0,2
7107,Varthur,1360.0,2.0,85.0,3
7108,Varthur,965.0,2.0,34.0,2
7109,Varthur,1120.0,2.0,44.24,2
7110,Varthur,1395.0,2.0,79.0,3
7111,Varthur,1085.0,2.0,45.0,2
7112,Varthur,1250.0,2.0,47.0,2
7113,Varthur,1200.0,3.0,68.38,3
7115,Varthur,1155.0,2.0,60.0,2
7116,Varthur,1035.0,2.0,60.0,2
7117,Varthur,1155.0,2.0,39.0,2
7118,Varthur,1180.0,2.0,55.0,2
7120,Varthur,1738.0,2.0,57.35,2
7121,Varthur,1045.0,2.0,40.65,2
7122,Varthur,1155.0,2.0,39.0,2
7124,Varthur,1210.0,2.0,64.15,2
7126,Varthur,1105.0,2.0,38.0,2
7127,Varthur,1560.0,3.0,90.0,3
7128,Varthur,1760.0,2.0,85.0,2
7129,Varthur,1210.0,2.0,54.0,2
7130,Varthur,1112.0,2.0,40.0,2
7132,Varthur,1000.0,1.0,65.0,2
7134,Varthur Road,900.0,2.0,27.0,2
7135,Varthur Road,1277.0,2.0,59.0,2
7136,Varthur Road,1247.0,2.0,58.0,3
7137,Varthur Road,1050.0,2.0,42.7,2
7138,Varthur Road,1255.0,2.0,52.76,2
7140,Varthur Road,1033.0,2.0,32.0,2
7141,Varthur Road,1140.0,2.0,49.11,2
7142,Varthur Road,850.0,2.0,25.4,2
7143,Vasanthapura,1022.0,2.0,40.0,2
7144,Vasanthapura,1135.0,2.0,39.73,2
7145,Vasanthapura,995.0,2.0,34.82,2
7146,Vasanthapura,995.0,2.0,34.82,2
7147,Vasanthapura,1037.0,2.0,36.28,2
7148,Vasanthapura,978.0,2.0,34.22,2
7149,Vasanthapura,1037.0,2.0,36.28,2
7150,Vidyaranyapura,1440.0,2.0,95.0,2
7151,Vidyaranyapura,1062.0,2.0,38.0,2
7152,Vidyaranyapura,1200.0,2.0,55.0,2
7153,Vidyaranyapura,1200.0,4.0,90.0,4
7155,Vidyaranyapura,1060.0,2.0,55.0,2
7156,Vidyaranyapura,1100.0,2.0,54.0,2
7157,Vidyaranyapura,1440.0,2.0,70.0,3
7158,Vidyaranyapura,1100.0,2.0,54.0,2
7159,Vidyaranyapura,1000.0,2.0,35.0,2
7161,Vidyaranyapura,1120.0,2.0,70.0,2
7162,Vidyaranyapura,945.0,2.0,40.0,2
7163,Vidyaranyapura,1100.0,2.0,54.0,2
7164,Vidyaranyapura,1200.0,2.0,65.0,3
7165,Vidyaranyapura,1200.0,2.0,52.0,2
7166,Vidyaranyapura,1050.0,2.0,50.0,2
7167,Vidyaranyapura,1188.0,2.0,50.0,2
7168,Vidyaranyapura,1100.0,2.0,75.0,3
7169,Vidyaranyapura,1100.0,2.0,72.0,3
7170,Vidyaranyapura,2400.0,5.0,135.0,4
7171,Vidyaranyapura,1100.0,2.0,41.0,2
7172,Vidyaranyapura,1200.0,2.0,60.5,2
7173,Vidyaranyapura,1200.0,2.0,42.0,2
7174,Vijayanagar,1704.0,3.0,110.0,3
7175,Vijayanagar,1933.0,3.0,129.0,3
7177,Vijayanagar,1450.0,3.0,100.0,3
7178,Vijayanagar,1580.0,2.0,134.0,3
7179,Vijayanagar,1826.0,3.0,121.0,3
7180,Vijayanagar,1739.0,3.0,116.0,3
7181,Vijayanagar,1490.0,3.0,100.0,3
7182,Vijayanagar,1180.0,2.0,65.0,2
7183,Vijayanagar,606.0,1.0,34.78,1
7184,Vijayanagar,1352.0,2.0,68.0,2
7185,Vijayanagar,1527.0,3.0,115.0,3
7186,Vijayanagar,989.0,2.0,60.0,2
7187,Vijayanagar,1520.0,2.0,103.0,3
7188,Vijayanagar,1749.0,3.0,117.0,3
7189,Vijayanagar,1046.0,2.0,75.0,2
7190,Vijayanagar,606.0,1.0,40.0,1
7191,Vijayanagar,1200.0,2.0,62.0,2
7194,Vijayanagar,1760.0,3.0,140.0,3
7195,Vijayanagar,2047.0,3.0,136.0,3
7196,Vijayanagar,1200.0,2.0,75.0,3
7197,Vijayanagar,1178.0,2.0,82.0,2
7198,Vijayanagar,864.0,2.0,45.0,2
7199,Vijayanagar,2100.0,6.0,252.0,4
7200,Vijayanagar,920.0,2.0,60.0,2
7201,Vijayanagar,1019.0,2.0,58.0,2
7202,Vijayanagar,2400.0,6.0,125.0,5
7203,Vijayanagar,1180.0,2.0,86.0,2
7204,Vijayanagar,1046.0,2.0,49.06,2
7205,Vijayanagar,2400.0,2.0,230.0,1
7206,Vijayanagar,492.0,1.0,40.0,1
7208,Vishveshwarya Layout,750.0,1.0,30.0,1
7209,Vishveshwarya Layout,2000.0,4.0,75.0,4
7210,Vishveshwarya Layout,2100.0,6.0,92.0,6
7211,Vishveshwarya Layout,2000.0,3.0,90.0,4
7212,Vishwapriya Layout,820.0,2.0,30.0,2
7213,Vishwapriya Layout,770.0,2.0,30.0,2
7214,Vishwapriya Layout,910.0,2.0,36.0,2
7215,Vishwapriya Layout,890.0,2.0,37.0,2
7216,Vittasandra,1404.0,2.0,71.0,2
7217,Vittasandra,1246.0,2.0,67.0,2
7218,Vittasandra,1404.0,2.0,69.3,2
7219,Vittasandra,1246.0,2.0,67.3,2
7220,Vittasandra,1246.0,2.0,64.5,2
7221,Vittasandra,1246.0,2.0,64.5,2
7222,Vittasandra,1246.0,2.0,68.0,2
7224,Vittasandra,1238.0,2.0,67.0,2
7225,Vittasandra,1404.0,2.0,75.0,2
7226,Vittasandra,1246.0,2.0,65.0,2
7227,Vittasandra,1238.0,2.0,67.0,2
7228,Vittasandra,1246.0,2.0,67.4,2
7229,Vittasandra,1259.0,2.0,67.4,2
7230,Vittasandra,1404.0,2.0,68.8,2
7231,Vittasandra,1246.0,2.0,62.3,2
7232,Vittasandra,1246.0,2.0,63.0,2
7233,Vittasandra,1246.0,2.0,67.4,2
7234,Vittasandra,1246.0,2.0,65.4,2
7236,Vittasandra,1238.0,2.0,67.32,2
7237,Vittasandra,1246.0,2.0,67.4,2
7239,Vittasandra,1246.0,2.0,67.3,2
7240,Vittasandra,1404.0,2.0,70.0,2
7241,Vittasandra,1259.0,2.0,67.48,2
7242,Vittasandra,1404.0,2.0,75.0,2
7244,Vittasandra,1246.0,2.0,67.0,2
7247,Vittasandra,1404.0,2.0,72.0,2
7248,Vittasandra,1246.0,2.0,67.5,2
7249,Vittasandra,1246.0,2.0,67.5,2
7250,Vittasandra,1404.0,2.0,70.0,2
7251,Vittasandra,1246.0,2.0,65.0,2
7252,Vittasandra,1246.0,2.0,67.4,2
7257,Whitefield,1459.0,2.0,94.82,2
7262,Whitefield,1280.0,2.0,75.0,2
7264,Whitefield,1910.0,3.0,161.0,3
7265,Whitefield,3252.0,4.0,230.0,4
7269,Whitefield,1150.0,2.0,70.0,2
7272,Whitefield,4144.0,4.0,315.0,4
7273,Whitefield,4104.0,4.0,360.0,4
7284,Whitefield,1897.0,3.0,130.0,3
7286,Whitefield,4348.5,2.0,304.0,4
7289,Whitefield,2268.0,3.0,163.0,4
7292,Whitefield,2400.0,4.0,200.0,4
7294,Whitefield,1360.0,2.0,95.0,2
7297,Whitefield,5000.0,4.0,400.0,4
7298,Whitefield,3000.0,5.0,250.0,4
7299,Whitefield,1700.0,3.0,115.0,3
7306,Whitefield,1500.0,3.0,130.0,3
7307,Whitefield,1280.0,2.0,75.0,2
7311,Whitefield,1272.0,2.0,95.05,2
7314,Whitefield,1192.0,2.0,71.0,2
7320,Whitefield,665.0,2.0,28.585,1
7322,Whitefield,1280.0,2.0,85.0,2
7324,Whitefield,4000.0,4.0,330.0,4
7325,Whitefield,1420.0,2.0,136.0,2
7328,Whitefield,3606.0,4.0,312.0,4
7329,Whitefield,1485.0,2.0,90.0,2
7330,Whitefield,950.0,1.0,50.0,1
7332,Whitefield,825.0,1.0,45.0,1
7336,Whitefield,1216.0,2.0,79.0,2
7342,Whitefield,920.0,2.0,63.0,2
7344,Whitefield,1170.0,2.0,71.0,2
7345,Whitefield,1118.0,2.0,75.0,2
7347,Whitefield,1562.0,3.0,103.0,3
7351,Whitefield,1320.0,2.0,95.0,2
7354,Whitefield,3010.0,3.0,200.0,3
7355,Whitefield,1346.0,2.0,96.17,2
7356,Whitefield,3850.0,5.0,316.0,3
7361,Whitefield,905.0,1.0,55.0,1
7363,Whitefield,2268.0,3.0,146.0,4
7366,Whitefield,630.5,1.0,32.79,1
7369,Whitefield,1697.0,3.0,115.0,3
7373,Whitefield,3250.0,5.0,290.0,5
7377,Whitefield,1269.0,2.0,75.0,2
7378,Whitefield,3227.0,5.0,250.0,5
7382,Whitefield,3262.0,4.0,260.0,4
7384,Whitefield,1132.0,2.0,79.28,2
7389,Whitefield,1195.0,2.0,70.0,2
7390,Whitefield,3480.0,4.0,284.0,3
7392,Whitefield,3004.0,4.0,285.0,4
7394,Whitefield,709.0,1.0,34.385,1
7396,Whitefield,1320.0,2.0,79.5,2
7397,Whitefield,750.0,2.0,52.7,2
7405,Whitefield,3445.0,5.0,270.0,4
7406,Whitefield,1700.0,3.0,140.0,3
7407,Whitefield,4827.0,4.0,400.0,4
7408,Whitefield,1405.0,2.0,84.5,2
7410,Whitefield,3252.0,4.0,280.0,4
7412,Whitefield,1150.0,2.0,90.0,2
7415,Whitefield,624.0,1.0,35.0,1
7419,Whitefield,4960.0,4.0,400.0,4
7420,Whitefield,2928.0,4.0,198.0,4
7423,Whitefield,1216.0,2.0,84.0,2
7424,Whitefield,2882.0,5.0,204.0,4
7425,Whitefield,1840.0,3.0,140.0,3
7426,Whitefield,1778.0,3.0,122.0,3
7428,Whitefield,650.0,1.0,25.0,1
7430,Whitefield,905.0,1.0,52.0,1
7435,Whitefield,1216.0,2.0,75.0,2
7437,Whitefield,1255.0,2.0,77.0,2
7438,Whitefield,1216.0,2.0,73.0,2
7439,Whitefield,709.0,1.0,34.735,1
7444,Whitefield,3200.0,4.0,224.0,4
7446,Whitefield,825.0,1.0,44.9,1
7450,Whitefield,1870.0,3.0,138.0,3
7453,Whitefield,1862.0,3.0,125.0,3
7454,Whitefield,1655.0,3.0,113.0,3
7455,Whitefield,530.0,1.0,29.44,1
7457,Whitefield,905.0,1.0,50.0,1
7459,Whitefield,1230.0,4.0,80.0,4
7461,Whitefield,630.5,1.0,32.15,1
7462,Whitefield,905.0,1.0,52.0,1
7466,Whitefield,1216.0,2.0,83.0,2
7472,Whitefield,1216.0,2.0,75.0,2
7473,Whitefield,4000.0,4.0,380.0,4
7484,Whitefield,750.0,1.0,51.0,1
7487,Whitefield,1173.0,2.0,77.0,2
7492,Whitefield,3425.0,5.0,250.0,4
7499,Whitefield,905.0,1.0,62.0,1
7500,Whitefield,1870.0,3.0,138.0,3
7501,Whitefield,1320.0,2.0,99.26,2
7503,Whitefield,1485.0,2.0,96.51,2
7506,Whitefield,2225.0,3.0,149.0,3
7507,Whitefield,1250.0,2.0,82.0,2
7509,Whitefield,605.0,1.0,40.0,1
7512,Whitefield,2210.0,3.0,156.0,3
7513,Whitefield,1173.0,2.0,78.2,2
7514,Whitefield,1740.0,4.0,130.0,3
7515,Whitefield,1216.0,2.0,75.0,2
7517,Whitefield,1655.0,3.0,120.0,3
7518,Whitefield,4003.0,6.0,300.0,4
7520,Whitefield,1180.0,2.0,70.0,2
7526,Whitefield,905.0,1.0,60.0,1
7533,Whitefield,2850.0,5.0,240.0,4
7536,Whitefield,2830.0,5.0,190.0,4
7537,Whitefield,1295.0,2.0,78.5,2
7538,Whitefield,840.0,1.0,57.6,1
7539,Whitefield,640.0,1.0,19.83,1
7545,Whitefield,1850.0,3.0,150.0,3
7547,Whitefield,1290.0,2.0,90.0,2
7550,Whitefield,1216.0,2.0,75.0,2
7551,Whitefield,1356.0,2.0,94.84,2
7552,Whitefield,1338.0,2.0,103.0,2
7559,Whitefield,1267.0,2.0,90.33,2
7561,Whitefield,1836.0,3.0,125.0,3
7567,Whitefield,1216.0,2.0,82.0,2
7568,Whitefield,1495.0,3.0,88.0,2
7569,Whitefield,1564.0,3.0,103.0,3
7574,Whitefield,1216.0,2.0,75.0,2
7576,Whitefield,1704.0,3.0,120.0,3
7578,Whitefield,1256.0,2.0,73.0,2
7581,Whitefield,1300.0,2.0,78.0,2
7583,Whitefield,1216.0,2.0,84.03,2
7585,Whitefield,1216.0,2.0,72.5,2
7588,Whitefield,1346.0,2.0,100.0,3
7592,Whitefield,2990.0,3.0,198.0,4
7600,Whitefield,1350.0,2.0,88.0,2
7602,Whitefield,1216.0,2.0,80.0,2
7603,Whitefield,2900.0,4.0,225.0,4
7604,Whitefield,1340.0,2.0,101.0,2
7609,Whitefield,1100.0,2.0,65.0,2
7612,Whitefield,3117.0,3.0,261.0,3
7613,Whitefield,1216.0,2.0,73.0,2
7615,Whitefield,3150.0,3.0,290.0,3
7617,Whitefield,2956.0,5.0,234.0,4
7622,Whitefield,3940.0,5.0,265.0,4
7624,Whitefield,1160.0,2.0,67.0,2
7626,Whitefield,1180.0,2.0,77.0,2
7628,Whitefield,1314.0,2.0,84.0,2
7636,Whitefield,524.0,1.0,29.0,1
7638,Whitefield,2135.0,3.0,149.0,4
7641,Whitefield,1760.0,3.0,160.0,3
7642,Whitefield,1655.0,3.0,110.0,3
7643,Whitefield,840.0,1.0,57.0,1
7647,Whitefield,516.0,1.0,39.0,1
7649,Whitefield,6000.0,4.0,410.0,4
7654,Whitefield,3410.0,5.0,253.0,4
7657,Whitefield,4500.0,4.0,330.0,4
7658,Whitefield,1250.0,2.0,85.0,2
7660,Whitefield,1277.0,2.0,77.0,2
7661,Whitefield,1820.0,3.0,140.0,3
7662,Whitefield,3453.0,4.0,247.0,4
7669,Whitefield,2882.0,5.0,200.0,4
7674,Whitefield,1190.0,2.0,70.0,2
7676,Whitefield,1270.0,2.0,94.0,2
7677,Whitefield,1220.0,2.0,89.0,2
7680,Whitefield,3758.0,3.0,300.0,3
7685,Whitefield,1216.0,2.0,72.0,2
7687,Whitefield,5400.0,5.0,475.0,4
7703,Whitefield,1200.0,2.0,70.0,2
7706,Whitefield,1216.0,2.0,75.0,2
7708,Whitefield,2321.0,4.0,157.0,3
7709,Whitefield,1224.0,2.0,75.0,2
7710,Whitefield,1655.0,3.0,113.0,3
7712,Whitefield,4144.0,5.0,331.0,5
7718,Whitefield,1270.0,2.0,110.0,2
7719,Whitefield,1660.0,3.0,110.0,3
7720,Whitefield,1270.0,2.0,105.0,2
7722,Whitefield,1344.0,3.0,130.0,4
7723,Whitefield,1173.0,2.0,78.2,2
7724,Whitefield,1362.0,2.0,85.0,2
7726,Whitefield,1457.0,2.0,105.0,3
7727,Whitefield,1720.0,3.0,128.0,3
7731,Whitefield,1564.0,3.0,103.0,3
7736,Whitefield,1760.0,3.0,139.0,3
7737,Whitefield,613.0,1.0,48.0,1
7738,Whitefield,1730.0,3.0,125.0,3
7740,Whitefield,877.0,1.0,59.0,1
7744,Yelachenahalli,1464.0,2.0,105.0,3
7745,Yelachenahalli,2400.0,1.0,150.0,2
7746,Yelachenahalli,1700.0,3.0,130.0,3
7747,Yelachenahalli,1080.0,2.0,55.0,2
7748,Yelachenahalli,1400.0,2.0,78.0,2
7749,Yelachenahalli,1330.0,3.0,73.5,3
7750,Yelachenahalli,800.0,1.0,30.0,2
7751,Yelachenahalli,1100.0,2.0,60.0,2
7752,Yelachenahalli,1365.0,2.0,72.0,3
7753,Yelachenahalli,1103.0,2.0,55.0,2
7754,Yelachenahalli,1000.0,2.0,50.0,2
7756,Yelahanka,1326.0,2.0,78.0,2
7764,Yelahanka,1234.0,2.0,80.0,2
7765,Yelahanka,1315.0,2.0,85.0,2
7766,Yelahanka,1170.0,2.0,62.5,2
7768,Yelahanka,697.0,1.0,45.0,1
7775,Yelahanka,628.0,1.0,24.0,1
7778,Yelahanka,654.0,1.0,38.4,1
7787,Yelahanka,1603.0,3.0,96.0,3
7788,Yelahanka,1304.0,2.0,79.0,2
7798,Yelahanka,1327.0,2.0,85.0,2
7801,Yelahanka,1566.0,3.0,97.0,3
7803,Yelahanka,1270.0,2.0,78.0,2
7806,Yelahanka,1322.0,2.0,86.0,2
7807,Yelahanka,1100.0,2.0,70.0,2
7808,Yelahanka,1200.0,2.0,70.0,2
7810,Yelahanka,4000.0,5.0,220.0,5
7813,Yelahanka,654.0,1.0,37.0,1
7825,Yelahanka,1322.0,2.0,75.0,2
7828,Yelahanka,602.0,1.0,26.0,1
7829,Yelahanka,1100.0,2.0,60.0,2
7830,Yelahanka,1614.0,2.0,100.0,3
7841,Yelahanka,1322.0,2.0,80.0,2
7844,Yelahanka,2600.0,4.0,175.0,4
7845,Yelahanka,1305.0,2.0,78.0,2
7848,Yelahanka,1315.0,2.0,75.0,2
7849,Yelahanka,3600.0,6.0,200.0,6
7852,Yelahanka,1650.0,3.0,105.0,3
7857,Yelahanka,3990.0,4.0,260.0,4
7859,Yelahanka,654.0,1.0,36.25,1
7861,Yelahanka,694.0,1.0,30.84,1
7862,Yelahanka,1115.0,2.0,60.0,2
7863,Yelahanka,2317.0,4.0,140.0,3
7865,Yelahanka,654.0,1.0,38.0,1
7867,Yelahanka,1445.0,2.0,82.0,2
7869,Yelahanka,602.0,1.0,38.0,1
7870,Yelahanka,697.0,1.0,35.0,1
7872,Yelahanka,682.0,1.0,36.23,1
7874,Yelahanka,1560.0,2.0,98.0,3
7875,Yelahanka,1780.0,3.0,107.0,3
7879,Yelahanka,1304.0,2.0,69.97,2
7882,Yelahanka,1300.0,2.0,69.23,2
7889,Yelahanka,700.0,1.0,38.0,1
7894,Yelahanka,3019.0,6.0,190.0,4
7896,Yelahanka,1600.0,3.0,100.0,3
7901,Yelahanka,1350.0,2.0,85.0,3
7902,Yelahanka,1633.0,3.0,110.0,3
7903,Yelahanka,827.5,1.0,42.535,1
7908,Yelahanka,1104.0,2.0,58.0,2
7910,Yelahanka,1175.0,2.0,67.77,2
7911,Yelahanka,1322.0,2.0,77.9,2
7912,Yelahanka,602.0,1.0,33.0,1
7913,Yelahanka,1315.0,2.0,77.0,2
7916,Yelahanka,567.0,1.0,25.0,1
7918,Yelahanka,602.0,2.0,30.0,1
7920,Yelahanka,1234.0,2.0,80.0,2
7923,Yelahanka,1267.0,3.0,78.0,2
7924,Yelahanka,1360.0,2.0,78.19,2
7926,Yelahanka New Town,650.0,1.0,33.0,1
7927,Yelahanka New Town,500.0,1.0,20.0,1
7928,Yelahanka New Town,440.0,1.0,16.5,1
7929,Yelahanka New Town,1610.0,3.0,92.0,3
7931,Yelahanka New Town,650.0,1.0,20.0,1
7932,Yelahanka New Town,350.0,1.0,13.5,1
7934,Yelahanka New Town,1385.0,2.0,65.0,2
7935,Yelahanka New Town,500.0,2.0,24.0,1
7936,Yelahanka New Town,650.0,1.0,17.0,1
7937,Yelahanka New Town,450.0,1.0,16.0,1
7939,Yelahanka New Town,960.0,2.0,50.0,2
7942,Yelahanka New Town,1400.0,2.0,80.0,3
7943,Yelahanka New Town,450.0,1.0,15.0,1
7944,Yelahanka New Town,500.0,1.0,18.0,1
7947,Yelahanka New Town,2200.0,2.0,180.0,2
7948,Yelahanka New Town,488.0,1.0,20.0,1
7949,Yelahanka New Town,1100.0,2.0,58.0,2
7952,Yelahanka New Town,1000.0,2.0,44.0,2
7953,Yelahanka New Town,650.0,1.0,18.0,1
7955,Yelahanka New Town,1740.0,3.0,150.0,3
7956,Yelahanka New Town,1290.0,2.0,70.0,2
7958,Yelenahalli,1240.0,2.0,47.12,2
7959,Yelenahalli,1200.0,2.0,46.17,2
7961,Yelenahalli,1260.0,2.0,47.88,2
7963,Yelenahalli,1175.0,2.0,50.0,2
7964,Yelenahalli,1650.0,3.0,68.0,3
7965,Yelenahalli,1200.0,2.0,45.6,2
7966,Yelenahalli,1200.0,2.0,46.17,2
7967,Yelenahalli,1160.0,2.0,44.08,2
7970,Yeshwanthpur,667.0,1.0,36.85,1
7973,Yeshwanthpur,665.0,1.0,36.85,1
7977,Yeshwanthpur,671.0,1.0,36.85,1
7978,Yeshwanthpur,1277.5,2.0,95.815,2
7979,Yeshwanthpur,668.0,1.0,36.85,1
7980,Yeshwanthpur,1185.0,2.0,75.84,2
7981,Yeshwanthpur,1195.0,2.0,100.0,2
7982,Yeshwanthpur,1313.0,3.0,96.0,3
7983,Yeshwanthpur,1400.0,2.0,100.0,2
7986,Yeshwanthpur,673.0,1.0,36.85,1
7987,Yeshwanthpur,717.0,2.0,49.475,2
7990,Yeshwanthpur,605.0,1.0,41.745,1
7992,Yeshwanthpur,669.0,1.0,36.85,1
7994,Yeshwanthpur,3027.0,4.0,260.0,3
7997,Yeshwanthpur,670.0,1.0,36.85,1
8000,Yeshwanthpur,1240.0,2.0,80.0,2
8002,Yeshwanthpur,1144.0,2.0,67.0,2
8003,Yeshwanthpur,1541.0,2.0,130.0,2
8005,Yeshwanthpur,1362.0,2.0,100.0,2
8006,Yeshwanthpur,666.0,1.0,36.8,1
8007,Yeshwanthpur,1855.0,3.0,140.0,3
8009,Yeshwanthpur,1165.0,2.0,85.0,2
8012,Yeshwanthpur,1825.0,3.0,145.0,3
8014,Yeshwanthpur,994.0,2.0,54.67,1
8015,Yeshwanthpur,650.0,1.0,40.0,1
8016,Yeshwanthpur,1855.0,3.0,140.0,3
8022,Yeshwanthpur,674.0,1.0,36.85,1
8024,Yeshwanthpur,672.0,1.0,36.85,1
8027,Yeshwanthpur,1195.0,2.0,100.0,2
